ID;Name;First_name;Last_name;Birthdate;Age;Age_int;Age_years;Residence_municipality;Residence_Province;Gender;Marital_status;Educational_attainment;Workforce;Professional_segment;Nr_missing_values;Contract_length
5826;Dennis  Hak;Dennis;Hak;15-5-1954;64,82819454;64;64 jaar;Nieuwegein;Utrecht;man;Gehuwd;Mbo2 en mbo3;1;061 Overheidsambtenaren en -bestuurders;0;2,5
5827;Abdullah  Jansen;Abdullah;Jansen;27-7-1970;48,61724996;48;48 jaar;Wijchen;Gelderland;man;Ongehuwd;;0;;1;3,19
5828;Jori  Verberne;Jori;Verberne;8-8-1988;30,57118644;30;30 jaar;Zaanstad;Noord-Holland;;;;;;4;2,94
5829;Anne  Leegwater;Anne;Leegwater;25-6-1965;53,70946964;53;53 jaar;Katwijk;Zuid-Holland;anders;Gehuwd;Vmbo-b/k, mbo1;0;;0;4,18
5830;Sumaya  Marks;Sumaya;Marks;12-9-1997;21,47120319;21;21 jaar;Noordoostpolder;Flevoland;vrouw;Ongehuwd;Havo, vwo;0;;0;2,89
5831;Chiel van Leeuwen;Chiel;van Leeuwen;14-7-1977;41,64686326;41;41 jaar;Maastricht;Limburg;man;Ongehuwd;Mbo4;1;032 Vertegenwoordigers en inkopers;0;0,93
5832;Monika  Zwart;Monika;Zwart;20-12-1976;42,21279114;42;42 jaar;Haarlem;Noord-Holland;vrouw;Gehuwd;Vmbo-g/t, havo-, vwo-onderbouw;1;022 Vakspecialisten op artistiek en c.;0;1,98
5833;Luke  Achterberg;Luke;Achterberg;11-9-1960;58,49738707;58;58 jaar;Neerijnen;Gelderland;man;Gehuwd;Hbo-, wo-bachelor;1;081 Specialisten ICT;0;6,68
5834;Adriana  Schimmel;Adriana;Schimmel;18-6-1998;20,70601968;20;20 jaar;Rotterdam;Zuid-Holland;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;111 Medewerkers persoonlijke dienstve...;0;2,13
5835;Gülüzar  Post;Gülüzar;Post;23-6-1953;65,72305809;65;65 jaar;Dordrecht;Zuid-Holland;;;;;;4;1,73
5836;Berend  Boers;Berend;Boers;14-6-1990;28,72100943;28;28 jaar;Zwijndrecht;Zuid-Holland;man;Ongehuwd;;1;033 Verkopers;1;2,95
5837;Lisa  Kors;Lisa;Kors;15-2-1987;32,04990751;32;32 jaar;Arnhem;Gelderland;;;;;;4;0,54
5838;Marjolein  Beckers;Marjolein;Beckers;20-12-1985;33,20654799;33;33 jaar;Soest;Utrecht;vrouw;Ongehuwd;Basisonderwijs;1;061 Overheidsambtenaren en -bestuurders;0;1,81
5839;Inge van der Weijden;Inge;van der Weijden;28-3-1970;48,94902662;48;48 jaar;Vaals;Limburg;;;;;;4;13,22
5840;Samuel van Oostende;Samuel;van Oostende;16-1-1970;49,14389196;49;49 jaar;Oost Gelre;Gelderland;man;Ongehuwd;Hbo-, wo-bachelor;;;1;3,11
5841;Jurre  Hermanns;Jurre;Hermanns;14-8-1948;70,5814464;70;70 jaar;Hof van Twente;Overijssel;man;Gehuwd;Mbo2 en mbo3;0;;0;2,1
5842;Bjorn  Niezen;Bjorn;Niezen;29-3-1997;21,92855063;21;21 jaar;Tilburg;Noord-Brabant;man;Ongehuwd;Havo, vwo;1;043 Administratief personeel;0;3,35
5843;Charles  Maas;Charles;Maas;25-2-1981;38,02730792;38;38 jaar;Sliedrecht;Zuid-Holland;man;Gehuwd;Mbo4;1;032 Vertegenwoordigers en inkopers;0;0,91
5844;Johannes de Wit;Johannes;de Wit;8-6-1944;74,76837815;74;74 jaar;Meierijstad;Noord-Brabant;man;Gehuwd;Hbo-, wo-bachelor;1;041 Specialisten bedrijfsbeheer en ad.;0;10,76
5845;Cornelia  Fokker;Cornelia;Fokker;17-6-1946;72,74425144;72;72 jaar;Enschede;Overijssel;;;;;;4;0,4
5846;Jeannet  Prinsen;Jeannet;Prinsen;26-1-1947;72,13178071;72;72 jaar;Bergen op Zoom;Noord-Brabant;vrouw;Verweduwd;Vmbo-b/k, mbo1;0;;0;11,15
5847;Niek  Koster;Niek;Koster;9-7-1975;43,66356414;43;43 jaar;Diemen;Noord-Holland;man;Gehuwd;Mbo4;1;121 Bestuurders voertuigen en bediene...;0;0,24
5848;Bryan  Garritsen;Bryan;Garritsen;1-12-1979;39,26400067;39;39 jaar;Kapelle;Zeeland;;;;;;4;3,67
5849;Rosalie de Visser;Rosalie;de Visser;29-6-1958;60,70282282;60;60 jaar;Nissewaard;Zuid-Holland;vrouw;Gehuwd;;;;2;17,64
5850;Jay  Ebben;Jay;Ebben;14-8-1962;56,57307556;56;56 jaar;Heeze-Leende;Noord-Brabant;man;Gescheiden;Basisonderwijs;1;074 Metaalarbeiders, machinemonteurs;0;6,88
5851;Iris  Houwer;Iris;Houwer;6-1-1997;22,15324501;22;22 jaar;Utrecht (gemeente);Utrecht;vrouw;;;;;3;3,58
5852;?brahim van Dellen;?brahim;van Dellen;18-6-1949;69,73886488;69;69 jaar;Amsterdam;Noord-Holland;man;Gehuwd;Hbo-, wo-master, doctor;0;;0;2,12
5853;Ido  Rooze;Ido;Rooze;10-5-1988;30,81656956;30;30 jaar;Almelo;Overijssel;man;Ongehuwd;;1;052 Managers op administratief en com...;1;5,12
5854;Yoni  Filius;Yoni;Filius;6-6-1935;83,78347968;83;83 jaar;Velsen;Noord-Holland;;;;;;4;22,39
5855;Johanna van der Blom;Johanna;van der Blom;13-11-1999;19,30021644;19;19 jaar;Venlo;Limburg;vrouw;Ongehuwd;Havo, vwo;1;122 Hulpkrachten transport en logistiek;0;0,31
5856;Noura  Pol;Noura;Pol;18-1-1972;47,13940774;47;47 jaar;Meppel;Drenthe;vrouw;Gehuwd;;;;2;19,28
5857;Jannetje  Tsang;Jannetje;Tsang;22-9-1940;78,48128893;78;78 jaar;Roerdalen;Limburg;vrouw;Gehuwd;Basisonderwijs;0;;0;11,67
5858;Scott  Boogaard;Scott;Boogaard;8-7-1954;64,68099601;64;64 jaar;Goes;Zeeland;man;Ongehuwd;Mbo2 en mbo3;0;;0;1
5859;Xander  Pfeiffer;Xander;Pfeiffer;24-12-1995;23,19147661;23;23 jaar;'s-Gravenhage (gemeente);Zuid-Holland;;;;;;4;0,77
5860;Ahmet van 't Wout;Ahmet;van 't Wout;4-7-1977;41,67418397;41;41 jaar;Alphen aan den Rijn;Zuid-Holland;man;Gehuwd;Hbo-, wo-master, doctor;1;081 Specialisten ICT;0;1,89
5861;Jia  Kruijer;Jia;Kruijer;12-7-1973;45,65522264;45;45 jaar;Ede;Gelderland;man;;;;;3;1,73
5862;Lotte  Geel;Lotte;Geel;8-9-1968;50,50035868;50;50 jaar;Ooststellingwerf;Friesland;vrouw;Gehuwd;Hbo-, wo-bachelor;1;013 Leidsters kinderopvang en onderwi.;0;1
5863;Rosa  Tjon;Rosa;Tjon;21-12-1960;58,21960775;58;58 jaar;Tilburg;Noord-Brabant;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;011 Docenten;0;3
5864;Thijs van Selm;Thijs;van Selm;18-9-1958;60,48055424;60;60 jaar;Terneuzen;Zeeland;man;Gehuwd;Havo, vwo;1;073 Bouwarbeiders;0;0,82
5865;Joy van der Schans;Joy;van der Schans;26-2-1932;87,05802128;87;87 jaar;Rheden;Gelderland;vrouw;Verweduwd;Basisonderwijs;0;;0;6,65
5866;Auke  Land;Auke;Land;27-9-1978;40,44298004;40;40 jaar;Westland;Zuid-Holland;man;Gehuwd;Hbo-, wo-master, doctor;1;073 Bouwarbeiders;0;9,13
5867;Jacoba  Pool;Jacoba;Pool;3-2-1976;43,09303129;43;43 jaar;Echt-Susteren;Limburg;vrouw;Gescheiden;Mbo4;1;112 Schoonmakers en keukenhulpen;0;1,67
5868;Esmée  Schmidt;Esmée;Schmidt;27-1-1991;28,1008451;28;28 jaar;'s-Hertogenbosch;Noord-Brabant;vrouw;Ongehuwd;Hbo-, wo-bachelor;0;;0;9,52
5869;Naomi  Kemmeren;Naomi;Kemmeren;30-4-1957;61,86666791;61;61 jaar;Eijsden-Margraten;Limburg;vrouw;;;;;3;2,05
5870;Kevin  Kerkhof;Kevin;Kerkhof;1-4-1966;52,9414051;52;52 jaar;Bodegraven-Reeuwijk;Zuid-Holland;man;Ongehuwd;Hbo-, wo-master, doctor;1;074 Metaalarbeiders, machinemonteurs;0;20,44
5871;Vera  Bosma;Vera;Bosma;16-8-1977;41,55883263;41;41 jaar;Rotterdam;Zuid-Holland;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;042 Vakspecialisten bedrijfsbeheer en...;0;0,43
5872;Iris  Schrama;Iris;Schrama;2-5-1967;51,85709152;51;51 jaar;Sittard-Geleen;Limburg;vrouw;Gehuwd;Havo, vwo;0;;0;3
5873;Sharona  Post;Sharona;Post;12-8-1992;26,5571344;26;26 jaar;Sittard-Geleen;Limburg;;;;1;104 Sociaal werkers, groeps- en woonb...;3;7,98
5874;Lotte  Vijn;Lotte;Vijn;24-9-1957;61,46324341;61;61 jaar;Bergen (NH.);Noord-Holland;;;;;;4;1,8
5875;Rutger  Kasmi;Rutger;Kasmi;1-6-1968;50,77101449;50;50 jaar;Maastricht;Limburg;man;Gehuwd;Hbo-, wo-master, doctor;1;063 Beveiligingswerkers;0;1,98
5876;Marscha  Westerdijk;Marscha;Westerdijk;30-9-1966;52,44351348;52;52 jaar;Midden-Delfland;Zuid-Holland;vrouw;Ongehuwd;Havo, vwo;;;1;14,44
5877;Maaike  Triepels;Maaike;Triepels;19-12-1963;55,22655183;55;55 jaar;De Bilt;Utrecht;vrouw;Gehuwd;Hbo-, wo-master, doctor;1;112 Schoonmakers en keukenhulpen;0;1
5878;Lucas de Koeijer;Lucas;de Koeijer;19-12-1972;46,21666166;46;46 jaar;Meppel;Drenthe;man;Gehuwd;Mbo2 en mbo3;1;053 Managers productie en gespecialis...;0;1,6
5879;Basten  Spijkers;Basten;Spijkers;26-2-1959;60,03957031;60;60 jaar;Haaksbergen;Overijssel;;;;;;4;6,28
5880;Brigitte  Brand;Brigitte;Brand;16-8-1972;46,56039862;46;46 jaar;Zoetermeer;Zuid-Holland;vrouw;Ongehuwd;Mbo2 en mbo3;;;1;0,99
5881;Burak  Brons;Burak;Brons;29-7-1969;49,61325923;49;49 jaar;Heerenveen;Friesland;;;;;;4;8,64
5882;Willem  Hovenkamp;Willem;Hovenkamp;1-4-1951;67,95103941;67;67 jaar;Stein (L.);Limburg;man;Gehuwd;Hbo-, wo-bachelor;1;121 Bestuurders voertuigen en bediene...;0;1,85
5883;Lizan van Maurik;Lizan;van Maurik;3-5-1959;59,85782546;59;59 jaar;Enschede;Overijssel;vrouw;Gehuwd;Hbo-, wo-bachelor;1;101 Artsen, therapeuten en gespeciali...;0;1
5884;Dennis  Noort;Dennis;Noort;8-11-1958;60,34168386;60;60 jaar;Smallingerland;Friesland;man;Gehuwd;Mbo2 en mbo3;1;013 Leidsters kinderopvang en onderwi.;0;1,68
5885;Eline  Klein Gunnewiek;Eline;Klein Gunnewiek;20-2-1962;57,05211313;57;57 jaar;Lochem;Gelderland;vrouw;;Vmbo-g/t, havo-, vwo-onderbouw;;;2;3,9
5886;Kim  Kok;Kim;Kok;1-5-1946;72,87359074;72;72 jaar;Leidschendam-Voorburg;Zuid-Holland;vrouw;Gehuwd;Hbo-, wo-bachelor;0;;0;3,28
5887;Tom  Plat;Tom;Plat;22-2-2000;19,02453163;19;19 jaar;Utrecht (gemeente);Utrecht;man;Ongehuwd;Havo, vwo;1;105 Verzorgenden;0;0,45
5888;Lisa  Groot;Lisa;Groot;5-1-1940;79,19509503;79;79 jaar;Culemborg;Gelderland;vrouw;Verweduwd;Basisonderwijs;0;;0;19,12
5889;Saskia  Jansen;Saskia;Jansen;10-8-1938;80,60050361;80;80 jaar;Dordrecht;Zuid-Holland;vrouw;Gescheiden;Basisonderwijs;0;;0;1,16
5890;Emiel de Lange;Emiel;de Lange;26-3-1949;69,96911528;69;69 jaar;Doetinchem;Gelderland;man;Gehuwd;Hbo-, wo-master, doctor;1;091 Tuinders, akkerbouwers en veetelers;0;2,64
5891;Lammert  Bouman;Lammert;Bouman;1-4-2000;18,91775448;18;18 jaar;Gooise Meren;Noord-Holland;;;;;;4;0,34
5892;Nick  Leeman;Nick;Leeman;6-11-1955;63,34849748;63;63 jaar;Zaanstad;Noord-Holland;man;Gehuwd;Mbo2 en mbo3;1;122 Hulpkrachten transport en logistiek;0;1,93
5893;Loes  Bruins Slot;Loes;Bruins Slot;6-5-1939;79,86319596;79;79 jaar;Tholen;Zeeland;vrouw;Gehuwd;Basisonderwijs;0;;0;4,96
5894;Bernardus  Houweling;Bernardus;Houweling;21-6-1947;71,73330448;71;71 jaar;Almelo;Overijssel;man;;;;;3;16,46
5895;Bart  Groenen;Bart;Groenen;5-5-1942;76,86390113;76;76 jaar;Almere;Flevoland;man;Gehuwd;Mbo4;0;;0;7,67
5896;Nabila de Jong;Nabila;de Jong;28-6-1992;26,67962128;26;26 jaar;Leeuwarden;Friesland;vrouw;;;1;104 Sociaal werkers, groeps- en woonb...;2;3,28
5897;Hicham van Gils;Hicham;van Gils;19-1-1978;41,129207;41;41 jaar;Amsterdam;Noord-Holland;man;Ongehuwd;;;;2;2,61
5898;Lars  Kramer;Lars;Kramer;22-1-1964;55,13368389;55;55 jaar;Hardenberg;Overijssel;;;;;;4;17,28
5899;Anna  Koper;Anna;Koper;24-2-1978;41,03058077;41;41 jaar;Groningen (gemeente);Groningen;vrouw;;Mbo4;1;021 Auteurs en kunstenaars;1;2,73
5900;Myrthe  Hensen;Myrthe;Hensen;30-7-1976;42,60276515;42;42 jaar;Uithoorn;Noord-Holland;vrouw;Gehuwd;Mbo2 en mbo3;1;013 Leidsters kinderopvang en onderwi.;0;4,81
5901;Yara  Ekkelboom;Yara;Ekkelboom;15-5-1983;35,8087661;35;35 jaar;Zoetermeer;Zuid-Holland;vrouw;Ongehuwd;Hbo-, wo-master, doctor;1;104 Sociaal werkers, groeps- en woonb...;0;17,23
5902;Troy  Schrijen;Troy;Schrijen;9-2-1983;36,07020006;36;36 jaar;Bergeijk;Noord-Brabant;man;;;;;3;1,64
5903;Mirelle  Demir;Mirelle;Demir;3-10-1973;45,42821052;45;45 jaar;Marum;Groningen;;;;;;4;9,04
5904;Christiaan  Snip;Christiaan;Snip;20-6-1961;57,72458328;57;57 jaar;Gouda;Zuid-Holland;man;;Havo, vwo;;;2;6,49
5905;Mika den Hollander;Mika;den Hollander;22-9-1967;51,46550457;51;51 jaar;Overbetuwe;Gelderland;man;Ongehuwd;Mbo4;1;091 Tuinders, akkerbouwers en veetelers;0;16,15
5906;Joris van der Hoff;Joris;van der Hoff;3-2-1985;34,08247346;34;34 jaar;Breda;Noord-Brabant;man;Ongehuwd;Mbo4;1;081 Specialisten ICT;0;0,62
5907;Coco de Kruijff;Coco;de Kruijff;5-5-1994;24,82787336;24;24 jaar;Rotterdam;Zuid-Holland;;;;;;4;2,18
5908;Terence ten Kate;Terence;ten Kate;12-5-1966;52,8284374;52;52 jaar;Landgraaf;Limburg;;;;;;4;24,07
5909;Vincent  Sollie;Vincent;Sollie;24-12-1965;53,20863823;53;53 jaar;Lochem;Gelderland;man;Gehuwd;;;;2;4,5
5910;Dieuwertje  Koornneef;Dieuwertje;Koornneef;2-3-1938;81,04371938;81;81 jaar;Enschede;Overijssel;;;;;;4;19,18
5911;Mirte  Buwalda;Mirte;Buwalda;5-10-1936;82,44743054;82;82 jaar;Oldambt;Groningen;;;;;;4;0,1
5912;Boris  Baeten;Boris;Baeten;22-12-1981;37,20418054;37;37 jaar;Nieuwkoop;Zuid-Holland;man;Gehuwd;Mbo2 en mbo3;0;;0;4,28
5913;Milou van der Heide;Milou;van der Heide;6-3-1955;64,01939177;64;64 jaar;Waalre;Noord-Brabant;vrouw;Gehuwd;Vmbo-g/t, havo-, vwo-onderbouw;0;;0;38,23
5914;Luke van Doorn;Luke;van Doorn;24-1-1984;35,11447837;35;35 jaar;Apeldoorn;Gelderland;;;;;;4;5,87
5915;Lisette  Dam;Lisette;Dam;28-3-1988;30,93510715;30;30 jaar;Aa en Hunze;Drenthe;vrouw;Ongehuwd;Hbo-, wo-bachelor;0;;0;0,14
5916;Ashley  Kroes;Ashley;Kroes;30-7-1968;50,60927347;50;50 jaar;Haarlemmermeer;Noord-Holland;;;;;;4;10,1
5917;Florian  Bakker;Florian;Bakker;4-12-1976;42,25719634;42;42 jaar;Heeze-Leende;Noord-Brabant;man;Ongehuwd;Mbo4;1;071 Ingenieurs en onderzoekers wis.;0;3,54
5918;Yvonne  Dieters;Yvonne;Dieters;6-7-1985;33,66535042;33;33 jaar;Tilburg;Noord-Brabant;vrouw;Gehuwd;Mbo4;1;042 Vakspecialisten bedrijfsbeheer en...;0;0,19
5919;Lola  Agema;Lola;Agema;7-7-1983;35,66424157;35;35 jaar;Goeree-Overflakkee;Zuid-Holland;vrouw;Gehuwd;Hbo-, wo-master, doctor;1;043 Administratief personeel;0;0,05
5920;Coco  Hanekamp;Coco;Hanekamp;12-10-1979;39,40209039;39;39 jaar;Oost Gelre;Gelderland;;;;;;4;7,48
5921;Belle  Bolink;Belle;Bolink;20-8-2000;18,52886375;18;18 jaar;Rotterdam;Zuid-Holland;vrouw;Ongehuwd;;;;2;0,53
5922;Kim  Balkenende;Kim;Balkenende;1-4-1961;57,94423732;57;57 jaar;Alblasserdam;Zuid-Holland;;;;;;4;0,61
5923;Teun van Oevelen;Teun;van Oevelen;3-9-1989;29,49880089;29;29 jaar;Amsterdam;Noord-Holland;man;Ongehuwd;Havo, vwo;1;073 Bouwarbeiders;0;4,06
5924;Jim  Hollander;Jim;Hollander;26-4-1971;47,87110894;47;47 jaar;Heerhugowaard;Noord-Holland;man;Gehuwd;Mbo4;1;078 Hulpkrachten bouw en industrie;0;13,28
5925;Nina de Bruijn;Nina;de Bruijn;15-4-1955;63,91199529;63;63 jaar;Heerlen;Limburg;vrouw;Gehuwd;Mbo2 en mbo3;;;1;0,6
5926;Gina  Buijs;Gina;Buijs;25-11-1946;72,30259128;72;72 jaar;Rijswijk (ZH.);Zuid-Holland;;;;0;;3;2,19
5927;Leon  Hornstra;Leon;Hornstra;26-2-1951;68,04431328;68;68 jaar;Waadhoeke;Friesland;man;Gehuwd;Mbo2 en mbo3;0;;0;1,81
5928;Lara  Öztürk;Lara;Öztürk;1-3-1958;61,03063522;61;61 jaar;Purmerend;Noord-Holland;;;;;;4;5,2
5929;Syl van Gogh;Syl;van Gogh;14-6-1996;22,71661238;22;22 jaar;Kapelle;Zeeland;man;;;;;3;2,24
5930;Melike  Beekwilder;Melike;Beekwilder;16-11-1995;23,29523145;23;23 jaar;Utrecht (gemeente);Utrecht;vrouw;Ongehuwd;Vmbo-g/t, havo-, vwo-onderbouw;0;;0;0,62
5931;Marten van de Laarschot;Marten;van de Laarschot;9-3-1975;43,99752493;43;43 jaar;Utrecht (gemeente);Utrecht;;;;;;4;19,46
5932;Merve  James;Merve;James;20-12-1959;59,22631449;59;59 jaar;Rotterdam;Zuid-Holland;vrouw;Gehuwd;Basisonderwijs;0;;0;20,04
5933;Jelle de Groot;Jelle;de Groot;25-5-1982;36,78118217;36;36 jaar;Eindhoven;Noord-Brabant;man;Gehuwd;Vmbo-g/t, havo-, vwo-onderbouw;1;042 Vakspecialisten bedrijfsbeheer en...;0;3,23
5934;Sander  Bijl;Sander;Bijl;17-11-1958;60,31562501;60;60 jaar;Bernheze;Noord-Brabant;;;;;;4;14,07
5935;Lars  Broekhof;Lars;Broekhof;6-11-1954;64,35005042;64;64 jaar;Leek;Groningen;man;Gehuwd;Basisonderwijs;1;033 Verkopers;0;0,15
5936;Dana  Jongeneel;Dana;Jongeneel;11-11-1957;61,3329164;61;61 jaar;Maassluis;Zuid-Holland;vrouw;Verweduwd;Vmbo-b/k, mbo1;1;033 Verkopers;0;2,03
5937;Timotheus  Kusters;Timotheus;Kusters;21-10-1981;37,3740877;37;37 jaar;Barendrecht;Zuid-Holland;man;;Hbo-, wo-bachelor;1;053 Managers productie en gespecialis...;1;1,27
5938;Richard  Veen;Richard;Veen;3-6-1976;42,7593268;42;42 jaar;Amsterdam;Noord-Holland;;;Havo, vwo;;;3;2,16
5939;Drifa de Boer;Drifa;de Boer;28-1-1961;58,11653375;58;58 jaar;Noordoostpolder;Flevoland;vrouw;Gehuwd;Mbo2 en mbo3;1;011 Docenten;0;1
5940;Stan  Hoekema;Stan;Hoekema;15-5-1986;32,80662935;32;32 jaar;Geertruidenberg;Noord-Brabant;man;Gehuwd;Hbo-, wo-master, doctor;0;;0;2,96
5941;Aartje  Borgman;Aartje;Borgman;23-11-1967;51,29437074;51;51 jaar;Helmond;Noord-Brabant;vrouw;;Hbo-, wo-bachelor;;;2;4,15
5942;Edo van Velzen;Edo;van Velzen;4-6-1991;27,74871789;27;27 jaar;Zuidplas;Zuid-Holland;man;Ongehuwd;Havo, vwo;0;;0;1,64
5943;Milou  Meij;Milou;Meij;15-6-1975;43,73150232;43;43 jaar;Woerden;Utrecht;vrouw;Ongehuwd;;0;;1;2,58
5944;Joost van Lingen;Joost;van Lingen;4-5-1999;19,82944964;19;19 jaar;Schiedam;Zuid-Holland;;;;;;4;1,39
5945;Lennaert van der Ploeg;Lennaert;van der Ploeg;28-10-1994;24,34547988;24;24 jaar;'s-Gravenhage (gemeente);Zuid-Holland;man;;;;;3;5,77
5946;Floor van der Hoff;Floor;van der Hoff;26-6-1979;39,6968842;39;39 jaar;Rotterdam;Zuid-Holland;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;042 Vakspecialisten bedrijfsbeheer en...;0;5,36
5947;Anne  Tacken;Anne;Tacken;18-7-1973;45,63935723;45;45 jaar;Nissewaard;Zuid-Holland;vrouw;Gehuwd;Mbo2 en mbo3;1;043 Administratief personeel;0;0,46
5948;Janna  Breeuwsma;Janna;Breeuwsma;4-6-1939;79,78506005;79;79 jaar;Almelo;Overijssel;vrouw;Gehuwd;Mbo2 en mbo3;0;;0;11,34
5949;Daniël  Bouma;Daniël;Bouma;1-1-1990;29,17078578;29;29 jaar;Lopik;Utrecht;man;Ongehuwd;Hbo-, wo-master, doctor;1;131 Beroepssegment overig;0;2,42
5950;Tamara  Kooijman;Tamara;Kooijman;8-11-1958;60,34022536;60;60 jaar;Kampen;Overijssel;vrouw;Gehuwd;Vmbo-b/k, mbo1;1;062 Juristen;0;2,75
5951;Juliette van Hoorn;Juliette;van Hoorn;11-7-1968;50,66271613;50;50 jaar;Laren (NH.);Noord-Holland;vrouw;Gehuwd;Vmbo-b/k, mbo1;1;111 Medewerkers persoonlijke dienstve...;0;0,52
5952;Johannes van de Sande;Johannes;van de Sande;3-9-1993;25,49808913;25;25 jaar;Nijmegen;Gelderland;man;Gehuwd;Mbo2 en mbo3;1;031 Adviseurs marketing, public relat.;0;7,4
5953;Emma  Peeters;Emma;Peeters;12-3-1931;88,02089638;88;88 jaar;Westerveld;Drenthe;vrouw;Verweduwd;Basisonderwijs;0;;0;17,24
5954;Geert  Kersten;Geert;Kersten;8-11-1977;41,32689248;41;41 jaar;Haaksbergen;Overijssel;;;;;;4;3,72
5955;Devin van Binsbergen;Devin;van Binsbergen;13-6-1955;63,74907942;63;63 jaar;Rotterdam;Zuid-Holland;man;;;1;053 Managers productie en gespecialis...;2;1,85
5956;Eric  Stuut;Eric;Stuut;28-12-1990;28,18172218;28;28 jaar;Diemen;Noord-Holland;;;;;;4;1,45
5957;Sherman  IJsselstijn;Sherman;IJsselstijn;4-12-1971;47,26087906;47;47 jaar;Zwijndrecht;Zuid-Holland;man;;;;;3;8,86
5958;Roos  Lemmens;Roos;Lemmens;9-6-1970;48,75035443;48;48 jaar;Alkmaar;Noord-Holland;vrouw;Ongehuwd;Vmbo-b/k, mbo1;1;033 Verkopers;0;1,47
5959;Dennis  Aarnink;Dennis;Aarnink;10-10-1950;68,42640015;68;68 jaar;Apeldoorn;Gelderland;man;Ongehuwd;Mbo2 en mbo3;1;011 Docenten;0;19,91
5960;Joris  Hage;Joris;Hage;26-11-1964;54,28575933;54;54 jaar;'s-Hertogenbosch;Noord-Brabant;man;Gehuwd;Hbo-, wo-bachelor;1;043 Administratief personeel;0;17,49
5961;Gabriëlle  Doldersum;Gabriëlle;Doldersum;21-5-1990;28,78682675;28;28 jaar;Almere;Flevoland;vrouw;Ongehuwd;Vmbo-b/k, mbo1;0;;0;1,71
5962;Redouan  Visscher;Redouan;Visscher;1-6-1998;20,7518431;20;20 jaar;Oss;Noord-Brabant;man;;;1;112 Schoonmakers en keukenhulpen;2;2,17
5963;Lucas  Maalderink;Lucas;Maalderink;4-8-1975;43,59364042;43;43 jaar;Nieuwegein;Utrecht;man;Gehuwd;Mbo2 en mbo3;1;104 Sociaal werkers, groeps- en woonb...;0;1,64
5964;Christopher van Voorst;Christopher;van Voorst;24-8-1975;43,53830581;43;43 jaar;Amstelveen;Noord-Holland;;;;;;4;2,05
5965;Romy  Boer;Romy;Boer;4-12-1974;44,25812322;44;44 jaar;Sint Anthonis;Noord-Brabant;;;;;;4;1,64
5966;Daan  Vervoort;Daan;Vervoort;2-12-1957;61,27539209;61;61 jaar;Cuijk;Noord-Brabant;man;Gehuwd;Hbo-, wo-bachelor;0;;0;2,17
5967;Marit  Bomers;Marit;Bomers;29-1-1980;39,10141931;39;39 jaar;Helmond;Noord-Brabant;;;;;;4;0,64
5968;Monique  Bierma;Monique;Bierma;4-2-1996;23,0743542;23;23 jaar;Staphorst;Overijssel;vrouw;Ongehuwd;Havo, vwo;1;033 Verkopers;0;4,5
5969;Sara  Ruigrok;Sara;Ruigrok;25-11-1955;63,29820357;63;63 jaar;Houten;Utrecht;vrouw;;Havo, vwo;;;2;1,93
5970;Zeliha  Mols;Zeliha;Mols;3-3-1951;68,03286141;68;68 jaar;Oldenzaal;Overijssel;vrouw;Gescheiden;Vmbo-g/t, havo-, vwo-onderbouw;0;;0;0,64
5971;Sem van der Meer;Sem;van der Meer;17-10-1956;62,40171014;62;62 jaar;Haarlem;Noord-Holland;man;Gehuwd;Havo, vwo;0;;0;1,07
5972;Sena  Harteveld;Sena;Harteveld;5-2-1981;38,08105322;38;38 jaar;Sint-Michielsgestel;Noord-Brabant;vrouw;Ongehuwd;Mbo2 en mbo3;1;031 Adviseurs marketing, public relat.;0;15,18
5973;Sidney van Til;Sidney;van Til;3-7-1948;70,69672559;70;70 jaar;Wierden;Overijssel;vrouw;;;;;3;1,5
5974;Roos  Janssen;Roos;Janssen;7-9-1960;58,50757427;58;58 jaar;Amsterdam;Noord-Holland;vrouw;Gehuwd;Mbo2 en mbo3;1;103 Vakspecialisten gezondheidszorg;0;1,89
5975;Anas  Ellens;Anas;Ellens;12-11-1966;52,323786;52;52 jaar;Barneveld;Gelderland;man;Gehuwd;Hbo-, wo-bachelor;0;;0;4,91
5976;Jacqueline van Otterlo;Jacqueline;van Otterlo;18-8-1933;85,58235134;85;85 jaar;Nissewaard;Zuid-Holland;;;;;;4;1,36
5977;Roland  Verhage;Roland;Verhage;29-12-1972;46,18976647;46;46 jaar;Eindhoven;Noord-Brabant;man;Gehuwd;Hbo-, wo-bachelor;0;;0;2,08
5978;Priscilla  Hogendoorn;Priscilla;Hogendoorn;7-2-1954;65,09328974;65;65 jaar;Barneveld;Gelderland;vrouw;;Vmbo-g/t, havo-, vwo-onderbouw;;;2;2,41
5979;Tarik  Hoek;Tarik;Hoek;22-11-1997;21,27445018;21;21 jaar;Ridderkerk;Zuid-Holland;man;Ongehuwd;Vmbo-g/t, havo-, vwo-onderbouw;1;033 Verkopers;0;2,7
5980;Michal  Rol;Michal;Rol;17-3-1967;51,98239359;51;51 jaar;Stichtse Vecht;Utrecht;vrouw;;Vmbo-b/k, mbo1;1;033 Verkopers;1;2,03
